,Home_Team,Away_Team,Link,Season,Round,League
0,Chaves,SC Covilha,https://www.besoccer.com/match/chaves/sporting-covilha/202235621,2022,30,segunda_liga
1,Varzim,Casa Pia,https://www.besoccer.com/match/varzim/casa-pia/202235619,2022,30,segunda_liga
2,Académica,Penafiel,https://www.besoccer.com/match/academica/penafiel/202235617,2022,30,segunda_liga
3,Farense,Mafra,https://www.besoccer.com/match/farense/mafra/202235620,2022,30,segunda_liga
4,Leixões,Porto II,https://www.besoccer.com/match/leixoes/porto-ii/202235622,2022,30,segunda_liga
5,Academico Viseu,Trofense,https://www.besoccer.com/match/academico-viseu/trofense/202235624,2022,30,segunda_liga
6,CF Estrela,Nacional,https://www.besoccer.com/match/cf-estrela-de-amadora/nacional/202235616,2022,30,segunda_liga
7,Feirense,Vilafranquense,https://www.besoccer.com/match/feirense/vilafranquense/202235623,2022,30,segunda_liga
8,Rio Ave,Benfica II,https://www.besoccer.com/match/rio-ave/benfica-ii/202235618,2022,30,segunda_liga
