Home Team,Away Team,Link,Season,Round,League
Go Ahead Eagles,Willem II,https://www.besoccer.com/match/go-ahead-eagles/willem-ii/20222580,2022,29,eredivisie
Utrecht,Fortuna Sittard,https://www.besoccer.com/match/fc-utrecht/fortuna-sittard/20222579,2022,29,eredivisie
Ajax,Sparta Rotterdam,https://www.besoccer.com/match/ajax/sparta-rotterdam/20222578,2022,29,eredivisie
NEC Nijmegen,Twente,https://www.besoccer.com/match/nec/fc-twente-1965/20222582,2022,29,eredivisie
Heerenveen,Groningen,https://www.besoccer.com/match/heerenveen/fc-groningen/20222585,2022,29,eredivisie
PSV,RKC Waalwijk,https://www.besoccer.com/match/psv/rkc-waalwijk/20222584,2022,29,eredivisie
Vitesse,Cambuur,https://www.besoccer.com/match/vitesse/sc-cambuur-leeuwarden/20222586,2022,29,eredivisie
Heracles,Feyenoord,https://www.besoccer.com/match/heracles/feyenoord/20222581,2022,29,eredivisie
PEC Zwolle,AZ Alkmaar,https://www.besoccer.com/match/fc-zwolle/az/20222583,2022,29,eredivisie
