,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Helmond Sport,Groningen,2-3,https://www.besoccer.com/match/helmond-sport/fc-groningen/200055416,2000,1,eerste_divisie
1,VVV Venlo,Dordrecht,1-1,https://www.besoccer.com/match/vvv/fc-dordrecht/200055421,2000,1,eerste_divisie
2,HFC Haarlem ,FC Volendam,2-2,https://www.besoccer.com/match/haarlem/fc-volendam/200055420,2000,1,eerste_divisie
3,Go Ahead Eagles,Excelsior,1-2,https://www.besoccer.com/match/go-ahead-eagles/excelsior/200055419,2000,1,eerste_divisie
4,BV Veendam ,SC Telstar,2-2,https://www.besoccer.com/match/veendam/stormvogels-telstar/200055418,2000,1,eerste_divisie
5,RBC Roosendaal,Emmen,1-3,https://www.besoccer.com/match/rbc/emmen/200055417,2000,1,eerste_divisie
6,FC Eindhoven,Heracles,1-0,https://www.besoccer.com/match/fc-eindhoven/heracles/200055424,2000,1,eerste_divisie
7,PEC Zwolle,NAC Breda,4-3,https://www.besoccer.com/match/fc-zwolle/nac-breda/200055423,2000,1,eerste_divisie
8,ADO Den Haag,TOP Oss,0-0,https://www.besoccer.com/match/ado-den-haag/fc-oss/200055422,2000,1,eerste_divisie
9,Groningen,Excelsior,4-2,https://www.besoccer.com/match/fc-groningen/excelsior/200055429,2000,2,eerste_divisie
10,FC Volendam,Helmond Sport,1-3,https://www.besoccer.com/match/fc-volendam/helmond-sport/200055428,2000,2,eerste_divisie
11,Dordrecht,HFC Haarlem ,2-0,https://www.besoccer.com/match/fc-dordrecht/haarlem/200055427,2000,2,eerste_divisie
12,Emmen,FC Eindhoven,4-0,https://www.besoccer.com/match/emmen/fc-eindhoven/200055426,2000,2,eerste_divisie
13,VVV Venlo,TOP Oss,4-0,https://www.besoccer.com/match/vvv/fc-oss/200055425,2000,2,eerste_divisie
14,NAC Breda,BV Veendam ,5-0,https://www.besoccer.com/match/nac-breda/veendam/200055430,2000,2,eerste_divisie
15,Go Ahead Eagles,RBC Roosendaal,1-0,https://www.besoccer.com/match/go-ahead-eagles/rbc/200055431,2000,2,eerste_divisie
16,BV Veendam ,Heracles,3-0,https://www.besoccer.com/match/veendam/heracles/200055438,2000,3,eerste_divisie
17,Helmond Sport,HFC Haarlem ,1-0,https://www.besoccer.com/match/helmond-sport/haarlem/200055437,2000,3,eerste_divisie
18,TOP Oss,Dordrecht,3-0,https://www.besoccer.com/match/fc-oss/fc-dordrecht/200055436,2000,3,eerste_divisie
19,Excelsior,FC Volendam,4-0,https://www.besoccer.com/match/excelsior/fc-volendam/200055435,2000,3,eerste_divisie
20,PEC Zwolle,Emmen,1-1,https://www.besoccer.com/match/fc-zwolle/emmen/200055434,2000,3,eerste_divisie
21,VVV Venlo,SC Telstar,1-0,https://www.besoccer.com/match/vvv/stormvogels-telstar/200055433,2000,3,eerste_divisie
22,RBC Roosendaal,Groningen,3-1,https://www.besoccer.com/match/rbc/fc-groningen/200055432,2000,3,eerste_divisie
23,ADO Den Haag,NAC Breda,3-0,https://www.besoccer.com/match/ado-den-haag/nac-breda/200055439,2000,3,eerste_divisie
24,FC Eindhoven,Go Ahead Eagles,0-2,https://www.besoccer.com/match/fc-eindhoven/go-ahead-eagles/200055440,2000,3,eerste_divisie
25,NAC Breda,VVV Venlo,2-1,https://www.besoccer.com/match/nac-breda/vvv/200055441,2000,4,eerste_divisie
26,Go Ahead Eagles,PEC Zwolle,2-3,https://www.besoccer.com/match/go-ahead-eagles/fc-zwolle/200055444,2000,4,eerste_divisie
27,FC Volendam,RBC Roosendaal,2-1,https://www.besoccer.com/match/fc-volendam/rbc/200055443,2000,4,eerste_divisie
28,SC Telstar,TOP Oss,3-0,https://www.besoccer.com/match/stormvogels-telstar/fc-oss/200055442,2000,4,eerste_divisie
