,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Penafiel,Farense,1-2,https://www.besoccer.com/match/penafiel/farense/200310066,2003,1,segunda_liga
1,Ovarense,Desportivo Aves,3-2,https://www.besoccer.com/match/ovarense/desportivo-aves/200310059,2003,1,segunda_liga
2,Portimonense,SC Salgueiros,2-0,https://www.besoccer.com/match/portimonense/salgueiros/200310060,2003,1,segunda_liga
3,FC Felgueiras,Estrela Amadora,1-2,https://www.besoccer.com/match/fc-felgueiras/estrela-amadora/200310061,2003,1,segunda_liga
4,FC Maia,Uniao Lamas,4-2,https://www.besoccer.com/match/fc-maia/uniao-lamas/200310062,2003,1,segunda_liga
5,União Madeira,SP. Covilhã,0-0,https://www.besoccer.com/match/uniao-madeira/sporting-covilha/200310063,2003,1,segunda_liga
6,Rio Ave,Alverca,0-0,https://www.besoccer.com/match/rio-ave/alverca/200310064,2003,1,segunda_liga
7,FC Marco,Naval,2-1,https://www.besoccer.com/match/fc-marco/naval/200310065,2003,1,segunda_liga
8,Leça FC,Chaves,0-0,https://www.besoccer.com/match/leca/chaves/200310058,2003,1,segunda_liga
9,Farense,Portimonense,0-0,https://www.besoccer.com/match/farense/portimonense/200310055,2003,2,segunda_liga
10,Estrela Amadora,FC Maia,3-0,https://www.besoccer.com/match/estrela-amadora/fc-maia/200310056,2003,2,segunda_liga
11,SC Salgueiros,FC Felgueiras,2-0,https://www.besoccer.com/match/salgueiros/fc-felgueiras/200310057,2003,2,segunda_liga
12,Alverca,FC Marco,0-0,https://www.besoccer.com/match/alverca/fc-marco/200310050,2003,2,segunda_liga
13,Uniao Lamas,União Madeira,2-1,https://www.besoccer.com/match/uniao-lamas/uniao-madeira/200310051,2003,2,segunda_liga
14,Chaves,Penafiel,0-1,https://www.besoccer.com/match/chaves/penafiel/200310052,2003,2,segunda_liga
15,SP. Covilhã,Ovarense,3-0,https://www.besoccer.com/match/sporting-covilha/ovarense/200310053,2003,2,segunda_liga
16,Desportivo Aves,Rio Ave,3-1,https://www.besoccer.com/match/desportivo-aves/rio-ave/200310054,2003,2,segunda_liga
17,Naval,Leça FC,1-1,https://www.besoccer.com/match/naval/leca/200310049,2003,2,segunda_liga
18,União Madeira,Ovarense,0-3,https://www.besoccer.com/match/uniao-madeira/ovarense/200310040,2003,3,segunda_liga
19,Rio Ave,SP. Covilhã,1-0,https://www.besoccer.com/match/rio-ave/sporting-covilha/200310041,2003,3,segunda_liga
20,FC Marco,Desportivo Aves,2-0,https://www.besoccer.com/match/fc-marco/desportivo-aves/200310042,2003,3,segunda_liga
21,Leça FC,Alverca,0-0,https://www.besoccer.com/match/leca/alverca/200310043,2003,3,segunda_liga
22,Penafiel,Naval,0-1,https://www.besoccer.com/match/penafiel/naval/200310044,2003,3,segunda_liga
23,Portimonense,Chaves,1-0,https://www.besoccer.com/match/portimonense/chaves/200310045,2003,3,segunda_liga
24,FC Felgueiras,Farense,2-0,https://www.besoccer.com/match/fc-felgueiras/farense/200310046,2003,3,segunda_liga
25,FC Maia,SC Salgueiros,2-2,https://www.besoccer.com/match/fc-maia/salgueiros/200310047,2003,3,segunda_liga
26,Uniao Lamas,Estrela Amadora,0-3,https://www.besoccer.com/match/uniao-lamas/estrela-amadora/200310048,2003,3,segunda_liga
27,Naval,Portimonense,0-0,https://www.besoccer.com/match/naval/portimonense/200310037,2003,4,segunda_liga
28,SC Salgueiros,Uniao Lamas,3-1,https://www.besoccer.com/match/salgueiros/uniao-lamas/200310038,2003,4,segunda_liga
29,Estrela Amadora,União Madeira,1-1,https://www.besoccer.com/match/estrela-amadora/uniao-madeira/200310039,2003,4,segunda_liga
30,Farense,FC Maia,2-2,https://www.besoccer.com/match/farense/fc-maia/200310031,2003,4,segunda_liga
31,Ovarense,Rio Ave,3-1,https://www.besoccer.com/match/ovarense/rio-ave/200310032,2003,4,segunda_liga
32,SP. Covilhã,FC Marco,1-2,https://www.besoccer.com/match/sporting-covilha/fc-marco/200310033,2003,4,segunda_liga
33,Desportivo Aves,Leça FC,0-0,https://www.besoccer.com/match/desportivo-aves/leca/200310034,2003,4,segunda_liga
34,Alverca,Penafiel,2-0,https://www.besoccer.com/match/alverca/penafiel/200310035,2003,4,segunda_liga
35,Chaves,FC Felgueiras,2-1,https://www.besoccer.com/match/chaves/fc-felgueiras/200310036,2003,4,segunda_liga
36,Estrela Amadora,SC Salgueiros,0-5,https://www.besoccer.com/match/estrela-amadora/salgueiros/200310030,2003,5,segunda_liga
37,União Madeira,Rio Ave,1-0,https://www.besoccer.com/match/uniao-madeira/rio-ave/200310022,2003,5,segunda_liga
38,FC Marco,Ovarense,6-1,https://www.besoccer.com/match/fc-marco/ovarense/200310023,2003,5,segunda_liga
39,Leça FC,SP. Covilhã,1-3,https://www.besoccer.com/match/leca/sporting-covilha/200310024,2003,5,segunda_liga
40,Penafiel,Desportivo Aves,0-1,https://www.besoccer.com/match/penafiel/desportivo-aves/200310025,2003,5,segunda_liga
41,Portimonense,Alverca,0-1,https://www.besoccer.com/match/portimonense/alverca/200310026,2003,5,segunda_liga
42,FC Maia,Chaves,1-2,https://www.besoccer.com/match/fc-maia/chaves/200310027,2003,5,segunda_liga
43,Uniao Lamas,Farense,0-1,https://www.besoccer.com/match/uniao-lamas/farense/200310028,2003,5,segunda_liga
44,FC Felgueiras,Naval,1-0,https://www.besoccer.com/match/fc-felgueiras/naval/200310029,2003,5,segunda_liga
45,Naval,FC Maia,1-1,https://www.besoccer.com/match/naval/fc-maia/200310019,2003,6,segunda_liga
46,Desportivo Aves,Portimonense,3-2,https://www.besoccer.com/match/desportivo-aves/portimonense/200310020,2003,6,segunda_liga
47,SC Salgueiros,União Madeira,1-0,https://www.besoccer.com/match/salgueiros/uniao-madeira/200310021,2003,6,segunda_liga
