,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Estoril,Arouca,1-0,https://www.besoccer.com/match/estoril/arouca/202184185,2021,1,segunda_liga
1,Vizela,UD Oliveirense,2-1,https://www.besoccer.com/match/vizela/ud-oliveirense/202184195,2021,1,segunda_liga
2,Cova Piedade,Mafra,0-4,https://www.besoccer.com/match/cova-piedade/mafra/202184180,2021,1,segunda_liga
3,Leixões,Casa Pia,2-2,https://www.besoccer.com/match/leixoes/casa-pia/202184198,2021,1,segunda_liga
4,Benfica II,Vilafranquense,3-2,https://www.besoccer.com/match/benfica-ii/vilafranquense/202184203,2021,1,segunda_liga
5,Varzim,Porto II,1-0,https://www.besoccer.com/match/varzim/porto-ii/202184207,2021,1,segunda_liga
6,Penafiel,SP. Covilhã,1-0,https://www.besoccer.com/match/penafiel/sporting-covilha/202184190,2021,1,segunda_liga
7,Academico Viseu,Académica,0-0,https://www.besoccer.com/match/academico-viseu/academica/202184177,2021,1,segunda_liga
8,Feirense,Chaves,0-4,https://www.besoccer.com/match/feirense/chaves/202184182,2021,1,segunda_liga
9,UD Oliveirense,Penafiel,2-1,https://www.besoccer.com/match/ud-oliveirense/penafiel/202184215,2021,2,segunda_liga
10,Chaves,Varzim,0-0,https://www.besoccer.com/match/chaves/varzim/202184211,2021,2,segunda_liga
11,Vilafranquense,Feirense,0-4,https://www.besoccer.com/match/vilafranquense/feirense/202184217,2021,2,segunda_liga
12,Casa Pia,Benfica II,0-6,https://www.besoccer.com/match/casa-pia/benfica-ii/202184192,2021,2,segunda_liga
13,Mafra,Academico Viseu,1-0,https://www.besoccer.com/match/mafra/academico-viseu/202184205,2021,2,segunda_liga
14,Arouca,Leixões,0-0,https://www.besoccer.com/match/arouca/leixoes/202184208,2021,2,segunda_liga
15,Porto II,Vizela,4-1,https://www.besoccer.com/match/porto-ii/vizela/202184209,2021,2,segunda_liga
16,SP. Covilhã,Cova Piedade,1-3,https://www.besoccer.com/match/sporting-covilha/cova-piedade/202184214,2021,2,segunda_liga
17,Académica,Estoril,1-0,https://www.besoccer.com/match/academica/estoril/202184200,2021,2,segunda_liga
18,Feirense,Casa Pia,2-1,https://www.besoccer.com/match/feirense/casa-pia/202184672,2021,3,segunda_liga
19,Vizela,SP. Covilhã,2-1,https://www.besoccer.com/match/vizela/sporting-covilha/202184677,2021,3,segunda_liga
20,Varzim,Arouca,0-0,https://www.besoccer.com/match/varzim/arouca/202184676,2021,3,segunda_liga
21,Benfica II,Chaves,3-4,https://www.besoccer.com/match/benfica-ii/chaves/202184670,2021,3,segunda_liga
22,Cova Piedade,Académica,0-0,https://www.besoccer.com/match/cova-piedade/academica/202184671,2021,3,segunda_liga
23,UD Oliveirense,Porto II,2-2,https://www.besoccer.com/match/ud-oliveirense/porto-ii/202184674,2021,3,segunda_liga
24,Penafiel,Vilafranquense,1-2,https://www.besoccer.com/match/penafiel/vilafranquense/202184675,2021,3,segunda_liga
25,Leixões,Mafra,0-2,https://www.besoccer.com/match/leixoes/mafra/202184673,2021,3,segunda_liga
