,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Estoril,SP. Covilhã,1-0,https://www.besoccer.com/match/estoril/sporting-covilha/200410429,2004,1,segunda_liga
1,Ovarense,Varzim,4-1,https://www.besoccer.com/match/ovarense/varzim/200410430,2004,1,segunda_liga
2,Leixões,Chaves,1-1,https://www.besoccer.com/match/leixoes/chaves/200410431,2004,1,segunda_liga
3,FC Marco,Penafiel,1-3,https://www.besoccer.com/match/fc-marco/penafiel/200410432,2004,1,segunda_liga
4,Vitória Setúbal,Portimonense,2-0,https://www.besoccer.com/match/vitoria-setubal/portimonense/200410433,2004,1,segunda_liga
5,FC Maia,Feirense,2-2,https://www.besoccer.com/match/fc-maia/feirense/200410434,2004,1,segunda_liga
6,CD Santa Clara,União Madeira,0-0,https://www.besoccer.com/match/santa-clara/uniao-madeira/200410435,2004,1,segunda_liga
7,FC Felgueiras,SC Salgueiros,0-1,https://www.besoccer.com/match/fc-felgueiras/salgueiros/200410427,2004,1,segunda_liga
8,Desportivo Aves,Naval,2-0,https://www.besoccer.com/match/desportivo-aves/naval/200410428,2004,1,segunda_liga
9,Feirense,Desportivo Aves,2-1,https://www.besoccer.com/match/feirense/desportivo-aves/200410426,2004,2,segunda_liga
10,União Madeira,Leixões,0-0,https://www.besoccer.com/match/uniao-madeira/leixoes/200410418,2004,2,segunda_liga
11,Penafiel,Vitória Setúbal,3-3,https://www.besoccer.com/match/penafiel/vitoria-setubal/200410419,2004,2,segunda_liga
12,Portimonense,FC Maia,3-1,https://www.besoccer.com/match/portimonense/fc-maia/200410420,2004,2,segunda_liga
13,Naval,Estoril,3-1,https://www.besoccer.com/match/naval/estoril/200410421,2004,2,segunda_liga
14,SP. Covilhã,FC Felgueiras,0-1,https://www.besoccer.com/match/sporting-covilha/fc-felgueiras/200410422,2004,2,segunda_liga
15,SC Salgueiros,CD Santa Clara,2-2,https://www.besoccer.com/match/salgueiros/santa-clara/200410423,2004,2,segunda_liga
16,Chaves,Ovarense,1-1,https://www.besoccer.com/match/chaves/ovarense/200410424,2004,2,segunda_liga
