,Home_Team,Away_Team,Result,Link,Season,Round,League
0,SP. Covilhã,Sporting CP II,1-2,https://www.besoccer.com/match/sporting-covilha/sporting-cp-ii/2018456461,2018,1,segunda_liga
1,Sporting Braga II,União Madeira,1-1,https://www.besoccer.com/match/sporting-braga-ii/uniao-madeira/2018456460,2018,1,segunda_liga
2,Nacional,Penafiel,1-1,https://www.besoccer.com/match/nacional/penafiel/2018456462,2018,1,segunda_liga
3,Cova Piedade,CD Santa Clara,1-2,https://www.besoccer.com/match/cova-piedade/santa-clara/2018456463,2018,1,segunda_liga
4,Academico Viseu,Académica,2-1,https://www.besoccer.com/match/academico-viseu/academica/2018456464,2018,1,segunda_liga
5,Famalicão,Arouca,2-0,https://www.besoccer.com/match/famalicao/arouca/2018456465,2018,1,segunda_liga
6,Porto II,Gil Vicente,1-2,https://www.besoccer.com/match/porto-ii/gil-vicente/2018456467,2018,1,segunda_liga
7,Real Sport Clube,Leixões,4-1,https://www.besoccer.com/match/real-sc/leixoes/2018456469,2018,1,segunda_liga
8,Varzim,Vitória,3-0,https://www.besoccer.com/match/varzim/vitoria-guimar/2018456468,2018,1,segunda_liga
9,UD Oliveirense,Benfica II,2-1,https://www.besoccer.com/match/ud-oliveirense/benfica-ii/2018456466,2018,1,segunda_liga
10,Académica,Sporting Braga II,2-0,https://www.besoccer.com/match/academica/sporting-braga-ii/2018456470,2018,2,segunda_liga
11,Sporting CP II,Academico Viseu,1-2,https://www.besoccer.com/match/sporting-cp-ii/academico-viseu/2018456476,2018,2,segunda_liga
12,Arouca,Porto II,2-2,https://www.besoccer.com/match/arouca/porto-ii/2018456471,2018,2,segunda_liga
13,Gil Vicente,Cova Piedade,1-2,https://www.besoccer.com/match/gil-vicente/cova-piedade/2018456473,2018,2,segunda_liga
14,Leixões,Varzim,2-1,https://www.besoccer.com/match/leixoes/varzim/2018456475,2018,2,segunda_liga
15,CD Santa Clara,SP. Covilhã,2-1,https://www.besoccer.com/match/santa-clara/sporting-covilha/2018456477,2018,2,segunda_liga
16,União Madeira,Real Sport Clube,2-0,https://www.besoccer.com/match/uniao-madeira/real-sc/2018456479,2018,2,segunda_liga
17,Benfica II,Nacional,2-2,https://www.besoccer.com/match/benfica-ii/nacional/2018456472,2018,2,segunda_liga
18,Vitória,UD Oliveirense,0-0,https://www.besoccer.com/match/vitoria-guimar/ud-oliveirense/2018456474,2018,2,segunda_liga
19,Penafiel,Famalicão,1-1,https://www.besoccer.com/match/penafiel/famalicao/2018456478,2018,2,segunda_liga
20,Sporting Braga II,CD Santa Clara,0-2,https://www.besoccer.com/match/sporting-braga-ii/santa-clara/2018456480,2018,3,segunda_liga
21,Famalicão,Benfica II,0-0,https://www.besoccer.com/match/famalicao/benfica-ii/2018456485,2018,3,segunda_liga
22,SP. Covilhã,Vitória,2-1,https://www.besoccer.com/match/sporting-covilha/vitoria-guimar/2018456481,2018,3,segunda_liga
23,União Madeira,Académica,3-0,https://www.besoccer.com/match/uniao-madeira/academica/2018456483,2018,3,segunda_liga
24,Cova Piedade,Arouca,3-0,https://www.besoccer.com/match/cova-piedade/arouca/2018456484,2018,3,segunda_liga
25,Varzim,Gil Vicente,1-1,https://www.besoccer.com/match/varzim/gil-vicente/2018456486,2018,3,segunda_liga
26,Academico Viseu,Leixões,3-0,https://www.besoccer.com/match/academico-viseu/leixoes/2018456487,2018,3,segunda_liga
27,UD Oliveirense,Nacional,0-2,https://www.besoccer.com/match/ud-oliveirense/nacional/2018456488,2018,3,segunda_liga
28,Porto II,Penafiel,3-1,https://www.besoccer.com/match/porto-ii/penafiel/2018456489,2018,3,segunda_liga
