,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Olhanense,Benfica II,1-1,https://www.besoccer.com/match/sc-olhanense/benfica-ii/201623946,2016,1,segunda_liga
1,Gil Vicente,Mafra,1-1,https://www.besoccer.com/match/gil-vicente/mafra/201623942,2016,1,segunda_liga
2,Desportivo Aves,SP. Covilhã,0-1,https://www.besoccer.com/match/desportivo-aves/sporting-covilha/201623940,2016,1,segunda_liga
3,Vitória,CD Santa Clara,0-1,https://www.besoccer.com/match/vitoria-guimar/santa-clara/201623943,2016,1,segunda_liga
4,UD Oliveirense,Oriental Lisboa,0-3,https://www.besoccer.com/match/ud-oliveirense/oriental-lisboa/201623944,2016,1,segunda_liga
5,Chaves,Sporting Braga II,2-2,https://www.besoccer.com/match/chaves/sporting-braga-ii/201623947,2016,1,segunda_liga
6,Academico Viseu,Farense,1-0,https://www.besoccer.com/match/academico-viseu/farense/201623949,2016,1,segunda_liga
7,Sporting CP II,Feirense,0-0,https://www.besoccer.com/match/sporting-cp-ii/feirense/201623950,2016,1,segunda_liga
8,Penafiel,Leixões,0-0,https://www.besoccer.com/match/penafiel/leixoes/201623951,2016,1,segunda_liga
9,Atlético CP,SC Freamunde,1-0,https://www.besoccer.com/match/atletico-cp/sc-freamunde/201623939,2016,1,segunda_liga
10,Varzim,Famalicão,1-2,https://www.besoccer.com/match/varzim/famalicao/201623948,2016,1,segunda_liga
11,Porto II,Portimonense,1-2,https://www.besoccer.com/match/porto-ii/portimonense/201623945,2016,1,segunda_liga
12,Mafra,Sporting CP II,2-0,https://www.besoccer.com/match/mafra/sporting-cp-ii/201623958,2016,2,segunda_liga
13,Benfica II,Penafiel,1-0,https://www.besoccer.com/match/benfica-ii/penafiel/201623953,2016,2,segunda_liga
14,Sporting Braga II,Gil Vicente,1-0,https://www.besoccer.com/match/sporting-braga-ii/gil-vicente/201623954,2016,2,segunda_liga
15,Famalicão,Olhanense,1-0,https://www.besoccer.com/match/famalicao/sc-olhanense/201623955,2016,2,segunda_liga
16,Farense,UD Oliveirense,2-0,https://www.besoccer.com/match/farense/ud-oliveirense/201623956,2016,2,segunda_liga
17,SC Freamunde,Varzim,1-1,https://www.besoccer.com/match/sc-freamunde/varzim/201623957,2016,2,segunda_liga
18,Portimonense,Academico Viseu,1-2,https://www.besoccer.com/match/portimonense/academico-viseu/201623959,2016,2,segunda_liga
