,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Beira Mar SC,SP. Covilhã,0-1,https://www.besoccer.com/match/beira-mar/sporting-covilha/2010126355,2010,1,segunda_liga
1,Gil Vicente,Penafiel,3-1,https://www.besoccer.com/match/gil-vicente/penafiel/2010126356,2010,1,segunda_liga
2,SC Freamunde,Desportivo Aves,0-0,https://www.besoccer.com/match/sc-freamunde/desportivo-aves/2010126357,2010,1,segunda_liga
3,Varzim,UD Oliveirense,0-0,https://www.besoccer.com/match/varzim/ud-oliveirense/2010126362,2010,1,segunda_liga
4,CD Santa Clara,Fatima,1-0,https://www.besoccer.com/match/santa-clara/fatima/2010126361,2010,1,segunda_liga
5,Trofense,Carregado,3-0,https://www.besoccer.com/match/trofense/carregado/2010126360,2010,1,segunda_liga
6,Chaves,Feirense,0-1,https://www.besoccer.com/match/chaves/feirense/2010126359,2010,1,segunda_liga
7,Estoril,Portimonense,1-3,https://www.besoccer.com/match/estoril/portimonense/2010126358,2010,1,segunda_liga
8,Penafiel,CD Santa Clara,2-2,https://www.besoccer.com/match/penafiel/santa-clara/2010126363,2010,2,segunda_liga
9,UD Oliveirense,Estoril,0-0,https://www.besoccer.com/match/ud-oliveirense/estoril/2010126368,2010,2,segunda_liga
10,Carregado,Gil Vicente,1-0,https://www.besoccer.com/match/carregado/gil-vicente/2010126367,2010,2,segunda_liga
11,Desportivo Aves,Chaves,2-2,https://www.besoccer.com/match/desportivo-aves/chaves/2010126366,2010,2,segunda_liga
12,SP. Covilhã,SC Freamunde,2-3,https://www.besoccer.com/match/sporting-covilha/sc-freamunde/2010126365,2010,2,segunda_liga
13,Fatima,Trofense,2-1,https://www.besoccer.com/match/fatima/trofense/2010126364,2010,2,segunda_liga
14,Feirense,Varzim,4-0,https://www.besoccer.com/match/feirense/varzim/2010126370,2010,2,segunda_liga
15,Portimonense,Beira Mar SC,2-1,https://www.besoccer.com/match/portimonense/beira-mar/2010126369,2010,2,segunda_liga
16,Estoril,Varzim,1-1,https://www.besoccer.com/match/estoril/varzim/2010126371,2010,3,segunda_liga
17,Chaves,Portimonense,1-1,https://www.besoccer.com/match/chaves/portimonense/2010126372,2010,3,segunda_liga
18,CD Santa Clara,UD Oliveirense,1-2,https://www.besoccer.com/match/santa-clara/ud-oliveirense/2010126377,2010,3,segunda_liga
19,Penafiel,Carregado,1-1,https://www.besoccer.com/match/penafiel/carregado/2010126376,2010,3,segunda_liga
