,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Gil Vicente,Nacional,2-0,https://www.besoccer.com/match/gil-vicente/nacional/199820430,1998,1,segunda_liga
1,Academico Viseu,Estoril,1-0,https://www.besoccer.com/match/academico-viseu/estoril/199820431,1998,1,segunda_liga
2,Torreense,União Madeira,1-0,https://www.besoccer.com/match/torreense/uniao-madeira/199820432,1998,1,segunda_liga
3,FC Felgueiras,Espinho,2-1,https://www.besoccer.com/match/fc-felgueiras/espinho/199820433,1998,1,segunda_liga
4,Feirense,União de Leiria,2-2,https://www.besoccer.com/match/feirense/uniao-leiria/199820434,1998,1,segunda_liga
5,Desportivo Aves,Moreirense,0-1,https://www.besoccer.com/match/desportivo-aves/moreirense-fc/199820435,1998,1,segunda_liga
6,FC Maia,Uniao Lamas,3-0,https://www.besoccer.com/match/fc-maia/uniao-lamas/199820436,1998,1,segunda_liga
7,Paços Ferreira,Penafiel,1-1,https://www.besoccer.com/match/pacos-ferreira/penafiel/199820437,1998,1,segunda_liga
8,Beira Mar SC,Alverca,0-0,https://www.besoccer.com/match/beira-mar/alverca/199820438,1998,1,segunda_liga
9,Uniao Lamas,Desportivo Aves,4-0,https://www.besoccer.com/match/uniao-lamas/desportivo-aves/199820439,1998,2,segunda_liga
10,Espinho,Feirense,1-1,https://www.besoccer.com/match/espinho/feirense/199820440,1998,2,segunda_liga
11,Penafiel,FC Felgueiras,3-2,https://www.besoccer.com/match/penafiel/fc-felgueiras/199820441,1998,2,segunda_liga
12,Estoril,Beira Mar SC,1-1,https://www.besoccer.com/match/estoril/beira-mar/199820442,1998,2,segunda_liga
13,União de Leiria,Gil Vicente,0-0,https://www.besoccer.com/match/uniao-leiria/gil-vicente/199820443,1998,2,segunda_liga
14,Nacional,FC Maia,1-1,https://www.besoccer.com/match/nacional/fc-maia/199820444,1998,2,segunda_liga
15,Alverca,Paços Ferreira,2-1,https://www.besoccer.com/match/alverca/pacos-ferreira/199820445,1998,2,segunda_liga
16,União Madeira,Academico Viseu,2-1,https://www.besoccer.com/match/uniao-madeira/academico-viseu/199820446,1998,2,segunda_liga
17,Moreirense,Torreense,1-0,https://www.besoccer.com/match/moreirense-fc/torreense/199820447,1998,2,segunda_liga
18,Gil Vicente,Espinho,3-0,https://www.besoccer.com/match/gil-vicente/espinho/199820448,1998,3,segunda_liga
19,Academico Viseu,Moreirense,4-1,https://www.besoccer.com/match/academico-viseu/moreirense-fc/199820449,1998,3,segunda_liga
20,Torreense,Uniao Lamas,0-1,https://www.besoccer.com/match/torreense/uniao-lamas/199820450,1998,3,segunda_liga
21,Feirense,Penafiel,1-3,https://www.besoccer.com/match/feirense/penafiel/199820451,1998,3,segunda_liga
22,Desportivo Aves,Nacional,2-0,https://www.besoccer.com/match/desportivo-aves/nacional/199820452,1998,3,segunda_liga
23,FC Maia,União de Leiria,2-2,https://www.besoccer.com/match/fc-maia/uniao-leiria/199820453,1998,3,segunda_liga
24,Paços Ferreira,FC Felgueiras,0-0,https://www.besoccer.com/match/pacos-ferreira/fc-felgueiras/199820454,1998,3,segunda_liga
25,Beira Mar SC,União Madeira,0-2,https://www.besoccer.com/match/beira-mar/uniao-madeira/199820455,1998,3,segunda_liga
26,Alverca,Estoril,1-1,https://www.besoccer.com/match/alverca/estoril/199820456,1998,3,segunda_liga
27,Nacional,Torreense,0-2,https://www.besoccer.com/match/nacional/torreense/199820457,1998,4,segunda_liga
28,Uniao Lamas,Academico Viseu,1-1,https://www.besoccer.com/match/uniao-lamas/academico-viseu/199820458,1998,4,segunda_liga
29,Espinho,FC Maia,3-1,https://www.besoccer.com/match/espinho/fc-maia/199820459,1998,4,segunda_liga
30,União Madeira,Alverca,1-3,https://www.besoccer.com/match/uniao-madeira/alverca/199820460,1998,4,segunda_liga
31,FC Felgueiras,Feirense,1-0,https://www.besoccer.com/match/fc-felgueiras/feirense/199820461,1998,4,segunda_liga
32,Penafiel,Gil Vicente,1-1,https://www.besoccer.com/match/penafiel/gil-vicente/199820462,1998,4,segunda_liga
33,Estoril,Paços Ferreira,2-2,https://www.besoccer.com/match/estoril/pacos-ferreira/199820463,1998,4,segunda_liga
34,Moreirense,Beira Mar SC,0-1,https://www.besoccer.com/match/moreirense-fc/beira-mar/199820464,1998,4,segunda_liga
35,União de Leiria,Desportivo Aves,2-2,https://www.besoccer.com/match/uniao-leiria/desportivo-aves/199820465,1998,4,segunda_liga
36,Gil Vicente,FC Felgueiras,3-0,https://www.besoccer.com/match/gil-vicente/fc-felgueiras/199820466,1998,5,segunda_liga
37,Academico Viseu,Nacional,0-1,https://www.besoccer.com/match/academico-viseu/nacional/199820467,1998,5,segunda_liga
38,Torreense,União de Leiria,1-1,https://www.besoccer.com/match/torreense/uniao-leiria/199820468,1998,5,segunda_liga
39,Desportivo Aves,Espinho,2-2,https://www.besoccer.com/match/desportivo-aves/espinho/199820469,1998,5,segunda_liga
40,FC Maia,Penafiel,5-1,https://www.besoccer.com/match/fc-maia/penafiel/199820470,1998,5,segunda_liga
