,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Desportivo Aves,Olhanense,1-2,https://www.besoccer.com/match/desportivo-aves/sc-olhanense/200824253,2008,1,segunda_liga
1,Gil Vicente,Estoril,3-0,https://www.besoccer.com/match/gil-vicente/estoril/200824254,2008,1,segunda_liga
2,Vizela,Beira Mar SC,5-1,https://www.besoccer.com/match/vizela/beira-mar/200824250,2008,1,segunda_liga
3,CD Santa Clara,Feirense,1-0,https://www.besoccer.com/match/santa-clara/feirense/200824251,2008,1,segunda_liga
4,Gondomar,Rio Ave,2-3,https://www.besoccer.com/match/gondomar/rio-ave/200824252,2008,1,segunda_liga
5,Portimonense,Varzim,0-4,https://www.besoccer.com/match/portimonense/varzim/200824249,2008,1,segunda_liga
6,SC Freamunde,Penafiel,3-1,https://www.besoccer.com/match/sc-freamunde/penafiel/200824248,2008,1,segunda_liga
7,Fatima,Trofense,2-0,https://www.besoccer.com/match/fatima/trofense/200824247,2008,1,segunda_liga
8,Rio Ave,Portimonense,0-0,https://www.besoccer.com/match/rio-ave/portimonense/200824246,2008,2,segunda_liga
9,Beira Mar SC,Desportivo Aves,1-0,https://www.besoccer.com/match/beira-mar/desportivo-aves/200824245,2008,2,segunda_liga
10,Estoril,Vizela,2-1,https://www.besoccer.com/match/estoril/vizela/200824241,2008,2,segunda_liga
11,Varzim,Fatima,2-0,https://www.besoccer.com/match/varzim/fatima/200824242,2008,2,segunda_liga
12,Trofense,Gil Vicente,1-0,https://www.besoccer.com/match/trofense/gil-vicente/200824243,2008,2,segunda_liga
13,Penafiel,CD Santa Clara,1-2,https://www.besoccer.com/match/penafiel/santa-clara/200824244,2008,2,segunda_liga
14,Olhanense,SC Freamunde,0-1,https://www.besoccer.com/match/sc-olhanense/sc-freamunde/200824239,2008,2,segunda_liga
15,Feirense,Gondomar,2-0,https://www.besoccer.com/match/feirense/gondomar/200824240,2008,2,segunda_liga
16,Gil Vicente,Varzim,1-1,https://www.besoccer.com/match/gil-vicente/varzim/200824238,2008,3,segunda_liga
17,Portimonense,Feirense,1-1,https://www.besoccer.com/match/portimonense/feirense/200824234,2008,3,segunda_liga
18,Penafiel,Olhanense,0-0,https://www.besoccer.com/match/penafiel/sc-olhanense/200824235,2008,3,segunda_liga
19,SC Freamunde,Beira Mar SC,0-1,https://www.besoccer.com/match/sc-freamunde/beira-mar/200824236,2008,3,segunda_liga
20,Desportivo Aves,Estoril,2-3,https://www.besoccer.com/match/desportivo-aves/estoril/200824237,2008,3,segunda_liga
21,CD Santa Clara,Gondomar,1-0,https://www.besoccer.com/match/santa-clara/gondomar/200824231,2008,3,segunda_liga
22,Fatima,Rio Ave,1-1,https://www.besoccer.com/match/fatima/rio-ave/200824232,2008,3,segunda_liga
23,Vizela,Trofense,2-2,https://www.besoccer.com/match/vizela/trofense/200824233,2008,3,segunda_liga
24,Varzim,Vizela,0-0,https://www.besoccer.com/match/varzim/vizela/200824230,2008,4,segunda_liga
25,Rio Ave,Gil Vicente,1-0,https://www.besoccer.com/match/rio-ave/gil-vicente/200824229,2008,4,segunda_liga
26,Trofense,Desportivo Aves,2-1,https://www.besoccer.com/match/trofense/desportivo-aves/200824224,2008,4,segunda_liga
27,Gondomar,Portimonense,0-0,https://www.besoccer.com/match/gondomar/portimonense/200824225,2008,4,segunda_liga
28,Feirense,Fatima,2-2,https://www.besoccer.com/match/feirense/fatima/200824226,2008,4,segunda_liga
29,Estoril,SC Freamunde,3-2,https://www.besoccer.com/match/estoril/sc-freamunde/200824227,2008,4,segunda_liga
30,Beira Mar SC,Penafiel,1-0,https://www.besoccer.com/match/beira-mar/penafiel/200824228,2008,4,segunda_liga
31,Olhanense,CD Santa Clara,2-2,https://www.besoccer.com/match/sc-olhanense/santa-clara/200824223,2008,4,segunda_liga
32,Olhanense,Beira Mar SC,0-0,https://www.besoccer.com/match/sc-olhanense/beira-mar/200824217,2008,5,segunda_liga
33,CD Santa Clara,Portimonense,2-1,https://www.besoccer.com/match/santa-clara/portimonense/200824222,2008,5,segunda_liga
34,Desportivo Aves,Varzim,2-1,https://www.besoccer.com/match/desportivo-aves/varzim/200824221,2008,5,segunda_liga
