,Home_Team,Away_Team,Result,Link,Season,Round,League
0,Estoril,Porto II,4-0,https://www.besoccer.com/match/estoril/porto-ii/201960295,2019,1,segunda_liga
1,Farense,Famalicão,1-0,https://www.besoccer.com/match/farense/famalicao/201960288,2019,1,segunda_liga
2,Benfica II,Leixões,2-1,https://www.besoccer.com/match/benfica-ii/leixoes/201960290,2019,1,segunda_liga
3,UD Oliveirense,Académica,1-1,https://www.besoccer.com/match/ud-oliveirense/academica/201960294,2019,1,segunda_liga
4,Paços Ferreira,Sporting Braga II,2-0,https://www.besoccer.com/match/pacos-ferreira/sporting-braga-ii/201960292,2019,1,segunda_liga
5,Varzim,Mafra,0-1,https://www.besoccer.com/match/varzim/mafra/201960289,2019,1,segunda_liga
6,Penafiel,Arouca,1-2,https://www.besoccer.com/match/penafiel/arouca/201960291,2019,1,segunda_liga
7,SP. Covilhã,Academico Viseu,0-0,https://www.besoccer.com/match/sporting-covilha/academico-viseu/201960293,2019,1,segunda_liga
8,Vitória,Cova Piedade,0-1,https://www.besoccer.com/match/vitoria-guimar/cova-piedade/201960296,2019,1,segunda_liga
9,Académica,Paços Ferreira,0-1,https://www.besoccer.com/match/academica/pacos-ferreira/201960302,2019,2,segunda_liga
10,Porto II,Farense,1-3,https://www.besoccer.com/match/porto-ii/farense/201960297,2019,2,segunda_liga
11,Mafra,Vitória,2-0,https://www.besoccer.com/match/mafra/vitoria-guimar/201960298,2019,2,segunda_liga
12,Cova Piedade,SP. Covilhã,2-4,https://www.besoccer.com/match/cova-piedade/sporting-covilha/201960300,2019,2,segunda_liga
13,Sporting Braga II,Estoril,0-1,https://www.besoccer.com/match/sporting-braga-ii/estoril/201960304,2019,2,segunda_liga
14,Arouca,Benfica II,1-2,https://www.besoccer.com/match/arouca/benfica-ii/201960301,2019,2,segunda_liga
15,Leixões,Varzim,0-1,https://www.besoccer.com/match/leixoes/varzim/201960303,2019,2,segunda_liga
16,Academico Viseu,UD Oliveirense,3-1,https://www.besoccer.com/match/academico-viseu/ud-oliveirense/201960299,2019,2,segunda_liga
17,Famalicão,Penafiel,2-0,https://www.besoccer.com/match/famalicao/penafiel/201960305,2019,2,segunda_liga
18,Penafiel,Porto II,2-0,https://www.besoccer.com/match/penafiel/porto-ii/201960314,2019,3,segunda_liga
19,Varzim,SP. Covilhã,3-1,https://www.besoccer.com/match/varzim/sporting-covilha/201960307,2019,3,segunda_liga
20,Estoril,Leixões,1-2,https://www.besoccer.com/match/estoril/leixoes/201960310,2019,3,segunda_liga
21,Academico Viseu,Arouca,3-2,https://www.besoccer.com/match/academico-viseu/arouca/201960308,2019,3,segunda_liga
22,Paços Ferreira,Famalicão,1-2,https://www.besoccer.com/match/pacos-ferreira/famalicao/201960309,2019,3,segunda_liga
23,Vitória,Académica,0-0,https://www.besoccer.com/match/vitoria-guimar/academica/201960311,2019,3,segunda_liga
24,UD Oliveirense,Cova Piedade,1-1,https://www.besoccer.com/match/ud-oliveirense/cova-piedade/201960312,2019,3,segunda_liga
25,Farense,Sporting Braga II,0-0,https://www.besoccer.com/match/farense/sporting-braga-ii/201960306,2019,3,segunda_liga
26,Benfica II,Mafra,1-0,https://www.besoccer.com/match/benfica-ii/mafra/201960313,2019,3,segunda_liga
27,Académica,Benfica II,1-1,https://www.besoccer.com/match/academica/benfica-ii/201960322,2019,4,segunda_liga
28,Mafra,UD Oliveirense,1-1,https://www.besoccer.com/match/mafra/ud-oliveirense/201960320,2019,4,segunda_liga
29,Cova Piedade,Estoril,0-4,https://www.besoccer.com/match/cova-piedade/estoril/201960316,2019,4,segunda_liga
30,Porto II,Academico Viseu,2-1,https://www.besoccer.com/match/porto-ii/academico-viseu/201960319,2019,4,segunda_liga
31,Sporting Braga II,Penafiel,0-3,https://www.besoccer.com/match/sporting-braga-ii/penafiel/201960321,2019,4,segunda_liga
32,Varzim,Paços Ferreira,0-1,https://www.besoccer.com/match/varzim/pacos-ferreira/201960318,2019,4,segunda_liga
33,Leixões,Farense,2-1,https://www.besoccer.com/match/leixoes/farense/201960317,2019,4,segunda_liga
34,Famalicão,Arouca,2-0,https://www.besoccer.com/match/famalicao/arouca/201960315,2019,4,segunda_liga
35,SP. Covilhã,Vitória,1-2,https://www.besoccer.com/match/sporting-covilha/vitoria-guimar/201960323,2019,4,segunda_liga
36,UD Oliveirense,Porto II,1-1,https://www.besoccer.com/match/ud-oliveirense/porto-ii/201960329,2019,5,segunda_liga
37,Arouca,Sporting Braga II,0-2,https://www.besoccer.com/match/arouca/sporting-braga-ii/201960331,2019,5,segunda_liga
38,Penafiel,Cova Piedade,0-0,https://www.besoccer.com/match/penafiel/cova-piedade/201960327,2019,5,segunda_liga
39,Benfica II,Varzim,1-0,https://www.besoccer.com/match/benfica-ii/varzim/201960328,2019,5,segunda_liga
40,Vitória,Leixões,0-2,https://www.besoccer.com/match/vitoria-guimar/leixoes/201960332,2019,5,segunda_liga
41,Academico Viseu,Famalicão,3-4,https://www.besoccer.com/match/academico-viseu/famalicao/201960326,2019,5,segunda_liga
42,Farense,Académica,0-2,https://www.besoccer.com/match/farense/academica/201960324,2019,5,segunda_liga
43,Paços Ferreira,SP. Covilhã,3-0,https://www.besoccer.com/match/pacos-ferreira/sporting-covilha/201960325,2019,5,segunda_liga
44,Estoril,Mafra,1-4,https://www.besoccer.com/match/estoril/mafra/201960330,2019,5,segunda_liga
45,Cova Piedade,Benfica II,0-0,https://www.besoccer.com/match/cova-piedade/benfica-ii/201960333,2019,6,segunda_liga
46,Mafra,Famalicão,1-1,https://www.besoccer.com/match/mafra/famalicao/201960334,2019,6,segunda_liga
47,Paços Ferreira,Farense,1-0,https://www.besoccer.com/match/pacos-ferreira/farense/201960335,2019,6,segunda_liga
48,SP. Covilhã,Penafiel,0-0,https://www.besoccer.com/match/sporting-covilha/penafiel/201960341,2019,6,segunda_liga
49,Académica,Estoril,2-7,https://www.besoccer.com/match/academica/estoril/201960340,2019,6,segunda_liga
50,Porto II,Arouca,0-1,https://www.besoccer.com/match/porto-ii/arouca/201960337,2019,6,segunda_liga
51,Varzim,Vitória,1-2,https://www.besoccer.com/match/varzim/vitoria-guimar/201960336,2019,6,segunda_liga
52,Leixões,UD Oliveirense,1-1,https://www.besoccer.com/match/leixoes/ud-oliveirense/201960338,2019,6,segunda_liga
53,Sporting Braga II,Academico Viseu,2-0,https://www.besoccer.com/match/sporting-braga-ii/academico-viseu/201960339,2019,6,segunda_liga
54,Estoril,Varzim,2-2,https://www.besoccer.com/match/estoril/varzim/201960350,2019,7,segunda_liga
55,Famalicão,Porto II,4-2,https://www.besoccer.com/match/famalicao/porto-ii/201960347,2019,7,segunda_liga
56,Academico Viseu,Leixões,0-0,https://www.besoccer.com/match/academico-viseu/leixoes/201960345,2019,7,segunda_liga
57,Farense,Cova Piedade,1-0,https://www.besoccer.com/match/farense/cova-piedade/201960346,2019,7,segunda_liga
58,Benfica II,SP. Covilhã,3-2,https://www.besoccer.com/match/benfica-ii/sporting-covilha/201960348,2019,7,segunda_liga
59,UD Oliveirense,Sporting Braga II,2-0,https://www.besoccer.com/match/ud-oliveirense/sporting-braga-ii/201960344,2019,7,segunda_liga
60,Arouca,Mafra,2-2,https://www.besoccer.com/match/arouca/mafra/201960349,2019,7,segunda_liga
61,Vitória,Paços Ferreira,0-1,https://www.besoccer.com/match/vitoria-guimar/pacos-ferreira/201960342,2019,7,segunda_liga
62,Penafiel,Académica,2-1,https://www.besoccer.com/match/penafiel/academica/201960343,2019,7,segunda_liga
63,Paços Ferreira,Benfica II,1-0,https://www.besoccer.com/match/pacos-ferreira/benfica-ii/201960352,2019,8,segunda_liga
64,Cova Piedade,Arouca,1-0,https://www.besoccer.com/match/cova-piedade/arouca/201960351,2019,8,segunda_liga
65,Mafra,Penafiel,1-0,https://www.besoccer.com/match/mafra/penafiel/201960355,2019,8,segunda_liga
66,Sporting Braga II,Famalicão,2-0,https://www.besoccer.com/match/sporting-braga-ii/famalicao/201960357,2019,8,segunda_liga
67,Leixões,Porto II,0-0,https://www.besoccer.com/match/leixoes/porto-ii/201960356,2019,8,segunda_liga
68,Vitória,Estoril,1-1,https://www.besoccer.com/match/vitoria-guimar/estoril/201960353,2019,8,segunda_liga
