,Home_Team,Away_Team,Link,Season,Round,League
0,Arouca,CD Santa Clara,https://www.besoccer.com/match/arouca/santa-clara/202235383,2022,30,primeira_liga
1,Famalicão,Gil Vicente,https://www.besoccer.com/match/famalicao/gil-vicente/202235387,2022,30,primeira_liga
2,Vitória Guimarães,Paços de Ferreira,https://www.besoccer.com/match/vitoria-guimaraes/pacos-ferreira/202235386,2022,30,primeira_liga
3,Moreirense,Tondela,https://www.besoccer.com/match/moreirense-fc/tondela/202235388,2022,30,primeira_liga
4,Marítimo,Boavista,https://www.besoccer.com/match/maritimo/boavista/202235389,2022,30,primeira_liga
5,Belenenses SAD,Vizela,https://www.besoccer.com/match/cf-os-belenenses-ii/vizela/202235391,2022,30,primeira_liga
6,Porto,Portimonense,https://www.besoccer.com/match/fc-porto/portimonense/202235390,2022,30,primeira_liga
7,Sporting CP,Benfica,https://www.besoccer.com/match/sporting-lisbon/benfica/202235384,2022,30,primeira_liga
8,Estoril,Sporting Braga,https://www.besoccer.com/match/estoril/sporting-braga/202235385,2022,30,primeira_liga
